Trace
Swept SA
A.13.07,N9020A
16666.525,-65.3443984985352
16667.75,-66.0116882324219
16668.975,-66.5936813354492
16670.2,-67.0527572631836
16671.425,-67.3989486694336
16672.65,-67.6615142822266
16673.875,-67.8705673217773
16675.1,-68.036979675293
16676.325,-68.1808090209961
16677.55,-68.3338394165039
16678.775,-68.567138671875
16680,-68.957649230957
16681.225,-69.5070343017578
16682.45,-70.063102722168
16683.675,-70.1149520874023
16684.9,-69.5379867553711
16686.125,-69.5379867553711
16687.35,-68.1691436767578
16688.575,-67.7602462768555
16689.8,-67.6808166503906
16691.025,-67.7050704956055
16692.25,-68.095573425293
16693.475,-69.0446624755859
16694.7,-70.7304382324219
16695.925,-73.4664688110352
16697.15,-76.3764266967773
16698.375,-77.9417877197266
16699.6,-76.1138763427734
16700.825,-74.6455230712891
16702.05,-73.2064361572266
16703.275,-71.8977966308594
16704.5,-70.7237854003906
16705.725,-69.6735305786133
16706.95,-68.7102355957031
16708.175,-67.8272171020508
16709.4,-67.0127716064453
16710.625,-66.2911376953125
16711.85,-65.6899185180664
16713.075,-65.2576141357422
16714.3,-65.025993347168
16715.525,-64.9958953857422
16716.75,-65.0251617431641
16717.975,-65.2643203735352
16719.2,-65.7116928100586
16720.425,-66.3070678710938
16721.65,-66.9726791381836
16722.875,-67.6516723632813
16724.1,-68.3323440551758
16725.325,-69.0690307617188
16726.55,-69.8734588623047
16727.775,-70.6812286376953
16729,-71.2364654541016
16730.225,-71.2506866455078
16731.45,-69.8032379150391
16732.675,-68.7094955444336
16733.9,-67.6140899658203
16735.125,-66.6407623291016
16736.35,-65.8505630493164
16737.575,-65.2911529541016
16738.8,-64.9734039306641
16740.025,-64.8939743041992
16741.25,-64.8973236083984
16742.475,-65.0403137207031
16743.7,-65.3839950561523
16744.925,-65.9300384521484
16746.15,-66.7152252197266
16747.375,-67.8783798217773
16748.6,-69.6669998168945
16749.825,-71.9498138427734
16751.05,-73.6155242919922
16752.275,-73.6155242919922
16753.5,-70.633659362793
16754.725,-68.9621124267578
16755.95,-67.5188446044922
16757.175,-66.4209289550781
16758.4,-65.697624206543
16759.625,-65.363151550293
16760.85,-65.3305435180664
16762.075,-65.3723602294922
16763.3,-65.6081695556641
16764.525,-65.8632125854492
16765.75,-65.8080291748047
16766.975,-65.4526519775391
16768.2,-65.0078048706055
16769.425,-64.572151184082
16770.65,-64.2017211914063
16771.875,-63.9241065979004
16773.1,-63.7159004211426
16774.325,-63.5377960205078
16775.55,-63.352165222168
16776.775,-63.1422843933105
16778,-62.9106636047363
16779.225,-62.6924209594727
16780.45,-62.5251884460449
16781.675,-62.4507713317871
16782.9,-62.4499397277832
16784.125,-62.5118217468262
16785.35,-62.7476348876953
16786.575,-63.1916580200195
16787.8,-63.8581085205078
16789.025,-64.7436447143555
16790.25,-65.7730026245117
16791.475,-66.7981796264648
16792.7,-67.6352157592773
16793.925,-68.2280883789063
16795.15,-68.621940612793
16796.375,-68.9881973266602
16797.6,-69.5158386230469
16798.825,-70.4239501953125
16800.05,-71.9533538818359
16801.275,-74.2370071411133
16802.5,-76.3417129516602
16803.725,-76.8668441772461
16804.95,-74.4184722900391
16806.175,-72.8146591186523
16807.4,-71.3111877441406
16808.625,-70.0058898925781
16809.85,-68.897102355957
16811.075,-67.9655838012695
16812.3,-67.1277236938477
16813.525,-66.309928894043
16814.75,-65.4553451538086
16815.975,-64.5589447021484
16817.2,-63.6416473388672
16818.425,-62.7761917114258
16819.65,-62.0160942077637
16820.875,-61.4257469177246
16822.1,-61.0469551086426
16823.325,-60.9190216064453
16824.55,-60.9190254211426
16825.775,-61.0636940002441
16827,-61.4943389892578
16828.225,-62.2243385314941
16829.45,-63.2478485107422
16830.675,-64.5765609741211
16831.9,-66.1996231079102
16833.125,-68.0927734375
16834.35,-70.06201171875
16835.575,-71.6658401489258
16836.8,-72.277099609375
16838.025,-72.2771072387695
16839.25,-70.5562210083008
16840.475,-69.488410949707
16841.7,-68.4925079345703
16842.925,-67.6722030639648
16844.15,-67.0877075195313
16845.375,-66.8000640869141
16846.6,-66.7799987792969
16847.825,-66.8586044311523
16849.05,-67.3126602172852
16850.275,-68.1714401245117
16851.5,-69.3061599731445
16852.725,-70.2845153808594
16853.95,-70.4542617797852
16855.175,-70.4542694091797
16856.4,-69.4600372314453
16857.625,-69.2710647583008
16858.85,-69.2719039916992
16860.075,-69.6331481933594
16861.3,-70.9275817871094
16862.525,-73.5632705688477
16863.75,-77.1095733642578
16864.975,-77.7526092529297
16866.2,-74.3718795776367
16867.425,-72.7245864868164
16868.65,-71.4686279296875
16869.875,-70.6809310913086
16871.1,-70.3564987182617
16872.325,-70.3447952270508
16873.55,-70.4509963989258
16874.775,-70.8548812866211
16876,-71.3624572753906
16877.225,-71.7370758056641
16878.45,-71.4720077514648
16879.675,-71.4720153808594
16880.9,-70.0228881835938
16882.125,-69.1540908813477
16883.35,-68.3304443359375
16884.575,-67.6447677612305
16885.8,-67.1371994018555
16887.025,-66.8177795410156
16888.25,-66.6497116088867
16889.475,-66.5594100952148
16890.7,-66.4364929199219
16891.925,-66.1881484985352
16893.15,-65.765869140625
16894.375,-65.1679992675781
16895.6,-64.4237899780273
16896.825,-63.5976333618164
16898.05,-62.743049621582
16899.275,-61.9269256591797
16900.5,-61.1969337463379
16901.725,-60.6024055480957
16902.95,-60.1667518615723
16904.175,-59.9041900634766
16905.4,-59.8071975708008
16906.625,-59.8063659667969
16907.85,-59.8573799133301
16909.075,-60.0187683105469
16910.3,-60.2554168701172
16911.525,-60.5447463989258
16912.75,-60.874210357666
16913.975,-61.2563552856445
16915.2,-61.7104148864746
16916.425,-62.2597999572754
16917.65,-62.9137077331543
16918.875,-63.6796646118164
16920.1,-64.5334243774414
16921.325,-65.4524078369141
16922.55,-66.3914566040039
16923.775,-67.3087692260742
16925,-68.1081771850586
16926.225,-68.634147644043
16927.45,-68.4535293579102
16928.675,-68.4535369873047
16929.9,-67.0880355834961
16931.125,-66.3655700683594
16932.35,-65.7760543823242
16933.575,-65.4031219482422
16934.8,-65.271842956543
16936.025,-65.2710113525391
16937.25,-65.3579788208008
16938.475,-65.5737228393555
16939.7,-65.8020095825195
16940.925,-65.8672332763672
16942.15,-65.6515045166016
16943.375,-65.3337554931641
16944.6,-64.9775390625
16945.825,-64.6556091308594
16947.05,-64.4256591796875
16948.275,-64.3328475952148
16949.5,-64.3311767578125
16950.725,-64.398078918457
16951.95,-64.6213455200195
16953.175,-64.9600143432617
16954.4,-65.3045272827148
16955.625,-65.5420150756836
16956.85,-65.4709396362305
16958.075,-65.2393188476563
16959.3,-64.9943161010742
16960.525,-64.8095245361328
16961.75,-64.7309265136719
16962.975,-64.730094909668
16964.2,-64.7727432250977
16965.425,-64.9073791503906
16966.65,-65.082145690918
16967.875,-65.2401885986328
16969.1,-65.3313446044922
16970.325,-65.3062591552734
16971.55,-65.2828521728516
16972.775,-65.2828598022461
16974,-65.3539352416992
16975.225,-65.6206893920898
16976.45,-66.2001800537109
16977.675,-67.2671661376953
16978.9,-69.0616455078125
16980.125,-71.5618667602539
16981.35,-73.4709091186523
16982.575,-73.6531982421875
16983.8,-71.0066528320313
16985.025,-69.4371185302734
16986.25,-68.0214462280273
16987.475,-66.8557968139648
16988.7,-65.9493637084961
16989.925,-65.3071746826172
16991.15,-64.8966064453125
16992.375,-64.6800384521484
16993.6,-64.6198348999023
16994.825,-64.6198425292969
16996.05,-64.6934280395508
16997.275,-64.9008102416992
16998.5,-65.2712478637695
16999.725,-65.8766555786133
17000.95,-66.8123626708984
17002.175,-68.2481155395508
17003.4,-70.3979721069336
17004.625,-73.2979049682617
17005.85,-74.7395095825195
17007.075,-74.7395095825195
17008.3,-71.66650390625
17009.525,-69.8770523071289
17010.75,-68.1770706176758
17011.975,-66.6727600097656
17013.2,-65.3967361450195
17014.425,-64.387451171875
17015.65,-63.6474266052246
17016.875,-63.1883583068848
17018.1,-63.0027275085449
17019.325,-62.9977149963379
17020.55,-63.0763244628906
17021.775,-63.3673248291016
17023,-63.7912788391113
17024.225,-64.2419891357422
17025.45,-64.5756378173828
17026.675,-64.5998916625977
17027.9,-64.3323135375977
17029.125,-63.9811172485352
17030.35,-63.6282501220703
17031.575,-63.3506355285645
17032.8,-63.1934356689453
17034.025,-63.1700286865234
17035.25,-63.1867561340332
17036.475,-63.3414573669434
17037.7,-63.6366386413574
17038.925,-64.0346755981445
17040.15,-64.4837112426758
17041.375,-64.9444580078125
17042.6,-65.3893203735352
17043.825,-65.8333435058594
17045.05,-66.3091430664063
17046.275,-66.8660507202148
17047.5,-67.5525741577148
17048.725,-68.4330902099609
17049.95,-69.5310211181641
17051.175,-70.8187637329102
17052.4,-72.1240692138672
17053.625,-73.1534271240234
17054.85,-73.6727066040039
17056.075,-73.5807342529297
17057.3,-73.3240280151367
17058.525,-73.1266860961914
17059.75,-73.0547790527344
17060.975,-73.0547866821289
17062.2,-73.1225204467773
17063.425,-73.304817199707
17064.65,-73.5280838012695
17065.875,-73.6911468505859
17067.1,-73.4929733276367
17068.325,-73.0916061401367
17069.55,-72.5539398193359
17070.775,-72.5539398193359
17072,-71.4568634033203
17073.225,-71.0671997070313
17074.45,-70.8681869506836
17075.675,-70.8506317138672
17076.9,-70.8941192626953
17078.125,-71.1416397094727
17079.35,-71.5697784423828
17080.575,-72.1199951171875
17081.8,-72.7070083618164
17083.025,-73.2622451782227
17084.25,-73.7045974731445
17085.475,-73.9270324707031
17086.7,-73.5683059692383
17087.925,-73.5683135986328
17089.15,-72.109992980957
17090.375,-71.2328338623047
17091.6,-70.4150390625
17092.825,-69.7745132446289
17094.05,-69.4032516479492
17095.275,-69.3472290039063
17096.5,-69.4040985107422
17097.725,-69.9099960327148
17098.95,-71.1601181030273
17100.175,-73.8601913452148
17101.4,-76.3528900146484
17102.625,-76.9666595458984
17103.85,-73.3359146118164
17105.075,-71.0096206665039
17106.3,-68.7711334228516
17107.525,-66.7659454345703
17108.75,-65.0183029174805
17109.975,-63.5574760437012
17111.2,-62.3625602722168
17112.425,-61.4285354614258
17113.65,-60.7244644165039
17114.875,-60.2311134338379
17116.1,-59.9192199707031
17117.325,-59.7728881835938
17118.55,-59.757007598877
17119.775,-59.7762451171875
17121,-59.9167289733887
17122.225,-60.1884956359863
17123.45,-60.5672988891602
17124.675,-61.0205192565918
17125.9,-61.475414276123
17127.125,-61.8391647338867
17128.35,-62.0248031616211
17129.575,-61.8592414855957
17130.8,-61.6050415039063
17132.025,-61.3491706848145
17133.25,-61.1601982116699
17134.475,-61.0882873535156
17135.7,-61.0882949829102
17136.925,-61.1710815429688
17138.15,-61.4319801330566
17139.375,-61.8852005004883
17140.6,-62.5257301330566
17141.825,-63.3401870727539
17143.05,-64.2666931152344
17144.275,-65.2007293701172
17145.5,-65.9758911132813
17146.725,-66.4901504516602
17147.95,-66.6189270019531
17149.175,-66.3680801391602
17150.4,-66.0101928710938
17151.625,-65.6121673583984
17152.85,-65.2183227539063
17154.075,-64.864616394043
17155.3,-64.5610809326172
17156.525,-64.3135757446289
17157.75,-64.112060546875
17158.975,-63.9456596374512
17160.2,-63.7993278503418
17161.425,-63.6697235107422
17162.65,-63.5626945495605
17163.875,-63.4941329956055
17165.1,-63.4824295043945
17166.325,-63.4891242980957
17167.55,-63.5769309997559
17168.775,-63.7801284790039
17170,-64.1146087646484
17171.225,-64.5870666503906
17172.45,-65.1715698242188
17173.675,-65.810432434082
17174.9,-66.4091491699219
17176.125,-66.8665542602539
17177.35,-67.094841003418
17178.575,-66.9200744628906
17179.8,-66.6524963378906
17181.025,-66.3941192626953
17182.25,-66.2243804931641
17183.475,-66.1909332275391
17184.7,-66.2026443481445
17185.925,-66.3514938354492
17187.15,-66.6659088134766
17188.375,-67.1082611083984
17189.6,-67.5974349975586
17190.825,-68.0581817626953
17192.05,-68.418586730957
17193.275,-68.6351699829102
17194.5,-68.6577529907227
17195.725,-68.5440292358398
17196.95,-68.4186096191406
17198.175,-68.3375015258789
17199.4,-68.3241271972656
17200.625,-68.3324966430664
17201.85,-68.4119338989258
17203.075,-68.5566024780273
17204.3,-68.7246856689453
17205.525,-68.8576431274414
17206.75,-68.840087890625
17207.975,-68.6644897460938
17209.2,-68.4019317626953
17210.425,-68.1034164428711
17211.65,-67.8299865722656
17212.875,-67.6476974487305
17214.1,-67.6083984375
17215.325,-67.6234588623047
17216.55,-67.8233108520508
17217.775,-68.3091430664063
17219,-69.131965637207
17220.225,-70.3469619750977
17221.45,-71.9616546630859
17222.675,-73.8715286254883
17223.9,-75.4845581054688
17225.125,-76.3307876586914
17226.35,-75.7370910644531
17227.575,-75.7370986938477
17228.8,-74.1608810424805
17230.025,-73.608154296875
17231.25,-73.3673400878906
17232.475,-73.346435546875
17233.7,-73.2544631958008
17234.925,-72.7159576416016
17236.15,-71.6715545654297
17237.375,-70.3712768554688
17238.6,-69.052604675293
17239.825,-67.9078598022461
17241.05,-67.0357131958008
17242.275,-66.520622253418
17243.5,-66.3876724243164
17244.725,-66.3935317993164
17245.95,-66.6452255249023
17247.175,-67.185417175293
17248.4,-67.815071105957
17249.625,-68.2415390014648
17250.85,-67.9580688476563
17252.075,-67.9580764770508
17253.3,-66.8191833496094
17254.525,-66.2815170288086
17255.75,-65.8910140991211
17256.975,-65.707893371582
17258.2,-65.697868347168
17259.425,-65.764762878418
17260.65,-66.0724868774414
17261.875,-66.6093292236328
17263.1,-67.2682571411133
17264.325,-67.9121322631836
17265.55,-68.3745498657227
17266.775,-68.532600402832
17268,-68.3344268798828
17269.225,-68.048454284668
17270.45,-67.7281951904297
17271.675,-67.407096862793
17272.9,-67.0968780517578
17274.125,-66.8117370605469
17275.35,-66.5608825683594
17276.575,-66.3610382080078
17277.8,-66.2247467041016
17279.025,-66.1603622436523
17280.25,-66.1528396606445
17281.475,-66.1561889648438
17282.7,-66.1545257568359
17283.925,-65.9939804077148
17285.15,-65.6369247436523
17286.375,-65.6369323730469
17287.6,-64.3374938964844
17288.825,-63.521369934082
17290.05,-62.7069206237793
17291.275,-61.9802742004395
17292.5,-61.4108276367188
17293.725,-61.0713386535645
17294.95,-61.0011024475098
17296.175,-61.0169944763184
17297.4,-61.302978515625
17298.625,-61.9853172302246
17299.85,-63.1100044250488
17301.075,-64.7272109985352
17302.3,-66.7248840332031
17303.525,-68.7794189453125
17304.75,-70.4041442871094
17305.975,-71.3549041748047
17307.2,-71.7646408081055
17308.425,-71.6049346923828
17309.65,-71.2896957397461
17310.875,-70.9886703491211
17312.1,-70.8297958374023
17313.325,-70.823112487793
17314.55,-70.9318237304688
17315.775,-71.4067840576172
17317,-72.3316192626953
17318.225,-73.6051483154297
17319.45,-74.5266418457031
17320.675,-74.6002349853516
17321.9,-72.4344940185547
17323.125,-70.9535980224609
17324.35,-69.4952774047852
17325.575,-68.1933288574219
17326.8,-67.0912322998047
17328.025,-66.2190856933594
17329.25,-65.5576553344727
17330.475,-65.0885543823242
17331.7,-64.7733154296875
17332.925,-64.5768127441406
17334.15,-64.4731292724609
17335.375,-64.4513931274414
17336.6,-64.4539108276367
17337.825,-64.5224838256836
17339.05,-64.6897277832031
17340.275,-64.9748687744141
17341.5,-65.3913040161133
17342.725,-65.9532318115234
17343.95,-66.6606521606445
17345.175,-67.5160827636719
17346.4,-68.4877471923828
17347.625,-69.5497207641602
17348.85,-70.6434707641602
17350.075,-71.7263412475586
17351.3,-72.7448348999023
17352.525,-73.686393737793
17353.75,-74.5376434326172
17354.975,-75.3136367797852
17356.2,-76.0193862915039
17357.425,-76.6791534423828
17358.65,-77.2987747192383
17359.875,-77.8841171264648
17361.1,-78.4042358398438
17362.325,-78.786376953125
17363.55,-78.7487564086914
17364.775,-78.7487640380859
17366,-77.7302780151367
17367.225,-77.1817398071289
17368.45,-76.840576171875
17369.675,-76.7912521362305
17370.9,-76.8548049926758
17372.125,-77.2294235229492
17373.35,-76.9242172241211
17374.575,-75.4424819946289
17375.8,-73.4180603027344
17377.025,-71.2782440185547
17378.25,-69.2370986938477
17379.475,-67.4434661865234
17380.7,-65.9416656494141
17381.925,-64.7785263061523
17383.15,-63.9465179443359
17384.375,-63.4448051452637
17385.6,-63.2483024597168
17386.825,-63.2441291809082
17388.05,-63.335277557373
17389.275,-63.6764488220215
17390.5,-64.2350311279297
17391.725,-64.990119934082
17392.95,-65.9166259765625
17394.175,-67.0187377929688
17395.4,-68.3022994995117
17396.625,-69.822509765625
17397.85,-71.6077880859375
17399.075,-73.5527801513672
17400.3,-75.2092895507813
17401.525,-75.7787399291992
17402.75,-73.995979309082
17403.975,-72.3520202636719
17405.2,-70.5910034179688
17406.425,-68.9060745239258
17407.65,-67.3950805664063
17408.875,-66.1533355712891
17410.1,-65.227668762207
17411.325,-64.6741180419922
17412.55,-64.5194244384766
17413.775,-64.5227737426758
17415,-64.7962112426758
17416.225,-65.4936065673828
17417.45,-66.5564117431641
17418.675,-67.8349609375
17419.9,-69.100959777832
17421.125,-70.2515716552734
17422.35,-71.2859497070313
17423.575,-72.3403930664063
17424.8,-73.453369140625
17426.025,-74.4116516113281
17427.25,-74.664192199707
17428.475,-74.664192199707
17429.7,-72.5185241699219
17430.925,-70.9715728759766
17432.15,-69.2941665649414
17433.375,-67.6226196289063
17434.6,-66.0305099487305
17435.825,-64.5972747802734
17437.05,-63.3480072021484
17438.275,-62.3261833190918
17439.5,-61.5284576416016
17440.725,-60.9631958007813
17441.95,-60.6119995117188
17443.175,-60.4606513977051
17444.4,-60.4489517211914
17445.625,-60.4824028015137
17446.85,-60.6479759216309
17448.075,-60.9289398193359
17449.3,-61.2977066040039
17450.525,-61.7333679199219
17451.75,-62.2100028991699
17452.975,-62.7150688171387
17454.2,-63.2159538269043
17455.425,-63.6859016418457
17456.65,-64.0730667114258
17457.875,-64.3289413452148
17459.1,-64.3306198120117
17460.325,-64.104850769043
17461.55,-63.7929573059082
17462.775,-63.4551391601563
17464,-63.1332092285156
17465.225,-62.8597793579102
17466.45,-62.647388458252
17467.675,-62.501895904541
17468.9,-62.4174461364746
17470.125,-62.3898544311523
17471.35,-62.3898620605469
17472.575,-62.4107704162598
17473.8,-62.4726524353027
17475.025,-62.564640045166
17476.25,-62.6716766357422
17477.475,-62.7812232971191
17478.7,-62.8757171630859
17479.925,-62.9468002319336
17481.15,-62.9919586181641
17482.375,-63.0162124633789
17483.6,-63.0304336547852
17484.825,-63.0429801940918
17486.05,-63.0689086914063
17487.275,-63.1232643127441
17488.5,-63.2211036682129
17489.725,-63.3841667175293
17490.95,-63.6283416748047
17492.175,-63.9711837768555
17493.4,-64.4043350219727
17494.625,-64.9077301025391
17495.85,-65.4186477661133
17497.075,-65.8576583862305
17498.3,-66.1678924560547
17499.525,-66.3510208129883
17500.75,-66.4496994018555
17501.975,-66.5475387573242
17503.2,-66.7331771850586
17504.425,-67.0910720825195
17505.65,-67.6931381225586
17506.875,-68.6338577270508
17508.1,-70.0303115844727
17509.325,-72.129997253418
17510.55,-74.9546661376953
17511.775,-77.709098815918
17513,-77.3353271484375
17514.225,-77.3361663818359
17515.45,-74.5942840576172
17516.675,-73.4353256225586
17517.9,-72.6016464233398
17519.125,-72.0840454101563
17520.35,-71.7545928955078
17521.575,-71.4426956176758
17522.8,-70.9852981567383
17524.025,-70.3815765380859
17525.25,-69.7218170166016
17526.475,-69.1222763061523
17527.7,-68.6866226196289
17528.925,-68.5043334960938
17530.15,-68.5018310546875
17531.375,-68.6264266967773
17532.6,-69.0445327758789
17533.825,-69.6348876953125
17535.05,-69.9727172851563
17536.275,-69.9727172851563
17537.5,-68.2610321044922
17538.725,-67.0619354248047
17539.95,-65.9004669189453
17541.175,-64.9129257202148
17542.4,-64.1561737060547
17543.625,-63.6653327941895
17544.85,-63.4178237915039
17546.075,-63.3459167480469
17547.3,-63.341739654541
17548.525,-63.3409080505371
17549.75,-63.298267364502
17550.975,-63.2472648620605
17552.2,-63.2414169311523
17553.425,-63.2547988891602
17554.65,-63.3760528564453
17555.875,-63.636116027832
17557.1,-64.0040435791016
17558.325,-64.373649597168
17559.55,-64.5199890136719
17560.775,-64.1595916748047
17562,-63.5508460998535
17563.225,-62.7974395751953
17564.45,-61.9905166625977
17565.675,-61.2187156677246
17566.9,-60.5447463989258
17568.125,-60.0363426208496
17569.35,-59.7369918823242
17570.575,-59.6767883300781
17571.8,-59.6935195922852
17573.025,-59.9402008056641
17574.25,-60.5021286010742
17575.475,-61.3650856018066
17576.7,-62.365177154541
17577.925,-63.2574043273926
17579.15,-63.7708320617676
17580.375,-63.7173194885254
17581.6,-63.5291786193848
17582.825,-63.4639625549316
17584.05,-63.4731636047363
17585.275,-63.6914176940918
17586.5,-64.2867889404297
17587.725,-65.3161544799805
17588.95,-66.6565780639648
17590.175,-68.0120544433594
17591.4,-68.8666458129883
17592.625,-68.9971008300781
17593.85,-68.6651306152344
17595.075,-68.2963790893555
17596.3,-67.9535446166992
17597.525,-67.6667327880859
17598.75,-67.4568481445313
17599.975,-67.3590240478516
17601.2,-67.3573532104492
17602.425,-67.4234161376953
17603.65,-67.7135848999023
17604.875,-68.3039398193359
17606.1,-69.2438278198242
17607.325,-70.5616760253906
17608.55,-72.1144943237305
17609.775,-73.4122695922852
17611,-74.106315612793
17612.225,-73.8521194458008
17613.45,-73.4331893920898
17614.675,-73.0385131835938
17615.9,-72.6981811523438
17617.125,-72.3904647827148
17618.35,-72.0534896850586
17619.575,-71.6730194091797
17620.8,-71.2800140380859
17622.025,-70.9371795654297
17623.25,-70.7181015014648
17624.475,-70.6779708862305
17625.7,-70.6930236816406
17626.925,-70.9137878417969
17628.15,-71.3987808227539
17629.375,-72.1296234130859
17630.6,-72.9833831787109
17631.825,-73.7025146484375
17633.05,-73.9517059326172
17634.275,-73.9517059326172
17635.5,-72.9022903442383
17636.725,-72.275146484375
17637.95,-71.7107238769531
17639.175,-71.2575073242188
17640.4,-70.9012985229492
17641.625,-70.5885620117188
17642.85,-70.2264938354492
17644.075,-69.7415084838867
17645.3,-69.0717239379883
17646.525,-68.2196426391602
17647.75,-67.2195587158203
17648.975,-66.1509094238281
17650.2,-65.0722198486328
17651.425,-64.0671234130859
17652.65,-63.1832656860352
17653.875,-62.4758529663086
17655.1,-61.9649429321289
17656.325,-61.6731147766113
17657.55,-61.5986976623535
17658.775,-61.6020469665527
17660,-61.7333335876465
17661.225,-62.0193176269531
17662.45,-62.380558013916
17663.675,-62.7192230224609
17664.9,-62.9374732971191
17666.125,-62.9475135803223
17667.35,-62.8170700073242
17668.575,-62.6807746887207
17669.8,-62.587963104248
17671.025,-62.5612106323242
17672.25,-62.5612144470215
17673.475,-62.60302734375
17674.7,-62.6958503723145
17675.925,-62.8112487792969
17677.15,-62.9199600219727
17678.375,-63.0094375610352
17679.6,-63.0771751403809
17680.825,-63.1415672302246
17682.05,-63.2310447692871
17683.275,-63.3773803710938
17684.5,-63.5998153686523
17685.725,-63.9133911132813
17686.95,-64.3047332763672
17688.175,-64.7412338256836
17689.4,-65.1760559082031
17690.625,-65.5891418457031
17691.85,-65.9813232421875
17693.075,-66.4044418334961
17694.3,-66.9270706176758
17695.525,-67.6227874755859
17696.75,-68.5484619140625
17697.975,-69.7793426513672
17699.2,-71.4065780639648
17700.425,-73.7997741699219
17701.65,-77.0299987792969
17702.875,-80.5754699707031
17704.1,-78.1555252075195
17705.325,-75.8760681152344
17706.55,-73.6701889038086
17707.775,-71.774543762207
17709,-70.2417984008789
17710.225,-69.0962219238281
17711.45,-68.2959823608398
17712.675,-67.7909317016602
17713.9,-67.5016098022461
17715.125,-67.3527755737305
17716.35,-67.280029296875
17717.575,-67.2382202148438
17718.8,-67.1972503662109
17720.025,-67.1604690551758
17721.25,-67.1445846557617
17722.475,-67.1445846557617
17723.7,-67.1755294799805
17724.925,-67.2817306518555
17726.15,-67.4832611083984
17727.375,-67.7859649658203
17728.6,-68.1664428710938
17729.825,-68.587890625
17731.05,-68.9825744628906
17732.275,-69.2869567871094
17733.5,-69.4558715820313
17734.725,-69.4132308959961
17735.95,-69.2894744873047
17737.175,-69.1899795532227
17738.4,-69.1715850830078
17739.625,-69.1891479492188
17740.85,-69.3580627441406
17742.075,-69.7753295898438
17743.3,-70.4978103637695
17744.525,-71.4811782836914
17745.75,-72.3566741943359
17746.975,-72.662727355957
17748.2,-71.0764694213867
17749.425,-69.7720108032227
17750.65,-68.446647644043
17751.875,-67.2793273925781
17753.1,-66.3586807250977
17754.325,-65.763313293457
17755.55,-65.5434036254883
17756.775,-65.5425720214844
17758,-65.7616577148438
17759.225,-66.5159072875977
17760.45,-67.9650421142578
17761.675,-70.4485397338867
17762.9,-73.045768737793
17764.125,-74.1612548828125
17765.35,-72.3366851806641
17766.575,-70.8850555419922
17767.8,-69.5128631591797
17769.025,-68.3664474487305
17770.25,-67.4809188842773
17771.475,-66.882209777832
17772.7,-66.559440612793
17773.925,-66.4933929443359
17775.15,-66.5009231567383
17776.375,-66.6673278808594
17777.6,-66.9700317382813
17778.825,-67.2593612670898
17780.05,-67.1841125488281
17781.275,-66.7033004760742
17782.5,-66.0193023681641
17783.725,-65.2349548339844
17784.95,-64.4288711547852
17786.175,-63.6645889282227
17787.4,-62.9613571166992
17788.625,-62.3367233276367
17789.85,-61.7865104675293
17791.075,-61.3149032592773
17792.3,-60.916877746582
17793.525,-60.599967956543
17794.75,-60.3675079345703
17795.975,-60.2303771972656
17797.2,-60.1935882568359
17798.425,-60.1952667236328
17799.65,-60.2705307006836
17800.875,-60.452823638916
17802.1,-60.7279357910156
17803.325,-61.0674362182617
17804.55,-61.4211502075195
17805.775,-61.7455978393555
17807,-62.0056610107422
17808.225,-62.1921348571777
17809.45,-62.3125534057617
17810.675,-62.3911590576172
17811.9,-62.4496994018555
17813.125,-62.5048904418945
17814.35,-62.5651016235352
17815.575,-62.637020111084
17816.8,-62.7290077209473
17818.025,-62.8536033630371
17819.25,-63.0283737182617
17820.475,-63.2817459106445
17821.7,-63.6438217163086
17822.925,-64.1555786132813
17824.15,-64.8454437255859
17825.375,-65.7443542480469
17826.6,-66.8447952270508
17827.825,-68.0940704345703
17829.05,-69.2981948852539
17830.275,-70.2732009887695
17831.5,-70.8418197631836
17832.725,-71.0266265869141
17833.95,-70.932975769043
17835.175,-70.8635787963867
17836.4,-70.8334808349609
17837.625,-70.7306289672852
17838.85,-70.4028472900391
17840.075,-70.4028549194336
17841.3,-68.9169387817383
17842.525,-67.916015625
17843.75,-66.8983764648438
17844.975,-65.9610061645508
17846.2,-65.1532440185547
17847.425,-64.5160675048828
17848.65,-64.0536575317383
17849.875,-63.7609977722168
17851.1,-63.6188468933105
17852.325,-63.5954399108887
17853.55,-63.5996246337891
17854.775,-63.6690330505371
17856,-63.7886161804199
17857.225,-63.9274291992188
17858.45,-64.0654067993164
17859.675,-64.1958541870117
17860.9,-64.3271408081055
17862.125,-64.4927139282227
17863.35,-64.7335433959961
17864.575,-65.1123428344727
17865.8,-65.7035369873047
17867.025,-66.6233596801758
17868.25,-68.0499114990234
17869.475,-70.4489517211914
17870.7,-73.9935913085938
17871.925,-76.7697601318359
17873.15,-75.8340606689453
17874.375,-75.8348999023438
17875.6,-72.6657333374023
17876.825,-71.4858627319336
17878.05,-70.7508544921875
17879.275,-70.5384674072266
17880.5,-70.5443267822266
17881.725,-70.8955307006836
17882.95,-71.6865768432617
17884.175,-72.141471862793
17885.4,-71.2735061645508
17886.625,-71.2735061645508
17887.85,-68.8243026733398
17889.075,-67.8166885375977
17890.3,-67.187873840332
17891.525,-67.0574340820313
17892.75,-67.1101226806641
17893.975,-67.8292541503906
17895.2,-69.9364700317383
17896.425,-72.4458923339844
17897.65,-72.5320205688477
17898.875,-72.5328674316406
17900.1,-68.6721572875977
17901.325,-66.9705047607422
